attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,0,35647151,0,online,awesome,5,HSS3305,u don't have to go to class to get an a+. just memorize the slides. good guy. he has the best interest of his student's at heart.,12/24/2021,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1640318652000,Yes,1452,Yes,,A+,[],people,people
Mandatory,good,average,good,0,35635744,0,,good,4,HSS2305,"He's probably the best choice out of the profs that teach this course. His lectures can be pretty dull (esp. at 8:30am), but other than that he means what he says and the evaluations are very straight forward and simple despite being VERY content heavy. Don't take his word when he says when he'll give back evaluations though LOL add on a week more.",12/22/2021,3.0,3.0,,4,N/A,4.0,4.0,1,No,1640210182000,Yes,1452,Yes,,A+,"['Lecture heavy', 'Graded by few things']",people,people
N/A,good,average,good,0,35543893,0,online,awesome,5,HSS3305,Very clear in his expectations and though pathophysiology is a very heavy course he explains it all very well. He is also accessible outside of class if you ever need clarification!,12/15/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1639604298000,Yes,1452,Yes,,A+,"['Respected', 'Clear grading criteria']",people,people
Not Mandatory,good,good,good,0,35524990,0,online,good,4,HSS2305,"Professor was nice and cared, but the amount of stuff you are expected to know is impossibly much, while what he asks in exams and midterms is much less than what is emphasized and highlighted in his slides.",12/14/2021,4.0,4.0,,4,N/A,4.0,4.0,1,No,1639520690000,No,1452,Yes,,A,"['Lecture heavy', 'Get ready to read', 'Respected']",people,people
Not Mandatory,good,good,good,0,35472199,0,online,good,4,HSS3305,"Overall, I had a great experience with this professor. The class was very content heavy, but he didn't make anyone use the textbook and based all questions off his slides which helped immensely! His classes are an easy recipe for success: go to class, read the slides, and the A+ is yours. Would definitely take again",12/11/2021,4.0,4.0,,4,N/A,4.0,4.0,1,No,1639240877000,Yes,1452,Yes,,A,"['Clear grading criteria', 'Lecture heavy']",people,people
Mandatory,good,good,good,0,35397453,0,online,awesome,5,HSS3305,"Prof Basak has been one of the best profs I've had this semester. His course is very content heavy and can be difficult, but if you go to class and keep up with everything - it will be a breeze. His lectures can be a little slow but he gives you everything you need to be successful. Although I wish gave out more grading opportunities.",12/07/2021,4.0,4.0,,5,N/A,5.0,5.0,1,No,1638886950000,Yes,1452,Yes,,Not sure yet,"['Graded by few things', 'Respected']",people,people
Not Mandatory,good,average,good,0,35220266,0,,awesome,5,HSS3305,"Finally, a caring prof and evaluations that reflect the content. I highly recommend this course with Dr. Basak.",11/10/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1636572900000,Yes,1452,Yes,,N/A,"['Caring', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,34698679,0,,awesome,5,HSS3305,I love this professor. So kind and thoughtful and his class was a breeze despite having monitored exams. Would take anything with him again.,05/04/2021,2.0,2.0,,5,N/A,5.0,5.0,1,No,1620141721000,Yes,1452,Yes,,A+,[],people,people
Mandatory,good,good,good,0,34611013,0,online,good,4,HSS3305,Super nice prof. His lectures can be a little boring because he has a bit of a monotoned voice. His exams are very fair. Lectures are very clear and easy to follow. Just listen in class and study and you'll have everything you need to succeed.,04/23/2021,4.0,4.0,,4,N/A,4.0,4.0,1,No,1619207552000,Yes,1452,Yes,,N/A,[],people,people
N/A,good,average,good,0,25944192,0,,awesome,5,HSS2305,"Basak isn't the best lecturer, but he really cares about you as a student. Automatic bump into the next grade category if you're sitting a few percent away, as long as you attended class.  Slides are super clear, he colour codes the important info! No need to buy the textbook as all the info is on the slides, however that makes for long lectures.",01/14/2016,3.0,3.0,,4,It's my life,4.5,4.5,1,No,1452808148000,N/A,1452,Yes,,A,"['Caring', 'Lecture heavy', 'Respected']",people,people
Mandatory,good,good,good,0,25911208,0,,awesome,4,HSS2305,"He's really smart so he goes through course material very fast, but tries to go back and help everyone. There's a lot to know, but he tries to make it as easy as possible by colour-coding the slides. He also takes attendance so if you ask for extra credit and you attend classes, he'll give it to you. His accent can be rough, but you get used to it.",01/10/2016,4.0,4.0,,5,Really into it,4.5,4.5,1,No,1452411436000,N/A,1452,Yes,,A,"['Participation matters', 'Lecture heavy']",people,people
