attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,average,average,0,35878786,0,online,average,3,PHIL1000,"She was pretty mediocre, but her way of explaining concepts in simple terms is good. Definitely watch the lectures, but it's the sort of class where even if you study a day before the midterm you'll be fine. No textbook which I liked, but the essay for the final was graded tough by the TAs. Overall, a low effort course.",02/24/2022,3.0,3.0,,3,N/A,3.0,3.0,1,No,1645669817000,Yes,1452,Yes,,A,"['Graded by few things', 'Tough grader', 'Lecture heavy']",people,people
Mandatory,good,average,good,0,35242754,0,online,good,4,PHIL1000,"Dr. Apostolova is a decent prof. Her lectures are quite boring, but that might just be because her areas of interest are boring to me. Very clear on what will be on the exams. If you study you will get a good mark. If you're interested in analytic philosophy, she's a good pick.",11/15/2021,2.0,2.0,,4,N/A,4.0,4.0,1,No,1637010546000,No,1452,Yes,,N/A,"['Clear grading criteria', 'Lecture heavy']",people,people
Not Mandatory,good,average,good,0,32732045,0,,awesome,5,PHI2003,Great prof and her exams are extremely easy.,12/20/2019,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1576873557000,Yes,1452,Yes,,B+,"['Graded by few things', 'Respected', 'Clear grading criteria']",people,people
Not Mandatory,good,average,good,0,26376645,1,,good,4,PHI2396,"Iva is a great prof! Her midterms and final are extremely fair. It's not an opinion class; you have to memorize the arguments of various bioethicists. Don't bother buying the textbook. Just show up to class, memorize her notes and you'll be golden. The questions she asks on the midterms are basically verbal diarrhea of what she teaches in class.",04/25/2016,3.0,3.0,,4,N/A,4.0,4.0,1,No,1461620773000,Yes,1452,Yes,,A-,['Get ready to read'],person,people
Not Mandatory,good,poor,good,1,25210371,0,,awesome,5,1000,u just have to memorize all slides like ur name in order to get A+,09/25/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1443224675000,N/A,1452,Yes,,A+,[],people,person
N/A,good,average,good,1,24740168,1,,good,4,PHI2396,"I have no idea why so many people are bashing her. She's extremely fair. If you go to class and type her notes down, then memorize her notes for the midterms and exam, you'll do well. This class is not an opinion class, it's pure memorization. Don't buy the course pack, it's a waste of money. Stick to the notes she gives you and master those.",05/05/2015,2.0,2.0,,4,Sorta interested,4.0,4.0,1,No,1430789255000,N/A,1452,Yes,,N/A,['Lecture heavy'],person,person
Mandatory,good,average,good,0,24508361,0,,awesome,5,PHILOSOPHY,Awesome Lady,03/26/2015,3.0,3.0,,5,It's my life,5.0,5.0,1,No,1427404874000,N/A,1452,Yes,,A+,[],people,people
Mandatory,good,poor,good,1,24331558,0,,awesome,5,PHI2396,Very clear expectations and to the point. If you go to class and study your notes you will do well. ,01/26/2015,1.0,1.0,,4,Sorta interested,4.5,4.5,1,No,1422267830000,N/A,1452,Yes,,N/A,"['Clear grading criteria', 'Tough grader']",people,person
Mandatory,poor,good,poor,0,24181639,2,,awful,1,PHI1101,"I would never take a class with her again. She literally summarizes the textbook in her slides. Her lectures are literally an hour and a half of just her reading slides in a dark room. Doesn't post slides online, so you have to go to class. Tests are hard. TA's are rather harsh markers. ",12/24/2014,5.0,5.0,,1,Meh,1.0,1.0,1,No,1419417957000,N/A,1452,Yes,,Not sure yet,"['Lecture heavy', 'Tough grader']",people,people
N/A,good,poor,good,0,24119810,0,,awesome,5,PHI1101,"Very clear expectations. Easiest course i had all semester. All you have to do is show up for class and write down the notes, because she doesn't post them online. Her tests were very simple and based on examples we did in class. For the final she uploaded a document with what to expect and the final has the exact same questions.",12/17/2014,1.0,1.0,,4,Sorta interested,4.5,4.5,1,No,1418828291000,N/A,1452,Yes,,N/A,"['Clear grading criteria', 'Gives good feedback']",people,people
N/A,average,good,average,0,23946389,0,,average,3,PHI1101,"I found PHI1101 quite boring, her lectures were long but she is very knowledgeable about the subject. You must attend lectures to pass because she does not post slideshows (lengthy slides) on BlackBoard. She provides many examples to fully explain the material and encourages you to read to textbook. Exams are straightforward, but you must study. ",12/04/2014,4.0,4.0,,3,Meh,3.0,3.0,1,Yes,1417696505000,N/A,1452,Yes,,N/A,"['Tough grader', 'Lecture heavy']",people,people
N/A,good,good,average,0,23900708,0,,good,4,PHI1101,Doesn't post lectures online which sucks. Test were pretty tough. Must read textbook and attend all lectures to comprehend course material. Overall it's a decent course. ,11/27/2014,4.0,4.0,,3,Meh,3.5,3.5,1,Yes,1417078806000,N/A,1452,Yes,,N/A,"['Respected', 'Tough grader']",people,people
N/A,average,good,average,0,23884043,1,,average,3,PHI1101,"The lectures are very long and boring as she just directly reads from her slides. She does not post to blackboard therefore, attending class is mandatory to pass. However, she does give a ton of examples and clearly explains them.  ",11/24/2014,4.0,4.0,,3,Meh,3.0,3.0,1,Yes,1416835486000,N/A,1452,Yes,,N/A,['Tough grader'],person,people
N/A,good,average,good,1,23769425,0,,good,5,PHI1101,"Doesn't post slides so you must go to class in order to pass. Is very clear on what will be on tests and provides lots of examples, just go to class and take everything down as notes. ",11/08/2014,3.0,3.0,,3,Low,4.0,4.0,1,Yes,1415414971000,N/A,1452,Yes,,N/A,['Tough grader'],people,person
N/A,average,good,average,1,23199179,2,,average,3,PHI2396,The prof herself was useless as she summarized the text and read off her ppt slides. You need to memorize every word on the slides and every detail in the text to do well. Very boring class as swell. Avoid at all cost.,05/08/2014,4.0,4.0,,3,Meh,3.0,3.0,1,Yes,1399561340000,N/A,1452,N/A,,N/A,[],people,person
N/A,good,good,good,1,22897527,0,,awesome,5,DPHY7433,"I took Logic, Epistemology, Philosophical Anthropology, and Applied Ethics with Dr. Apostolova. She is a fantastic teacher, easy to understand, genuinely cares for the welfare of her students, and her expectations are always clear. She is tough but fair with marking. Go to her office hours for a chat!!",03/09/2014,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1394389916000,N/A,1452,N/A,,N/A,[],people,person
N/A,good,average,good,2,22774593,1,,awesome,5,PHI2396,Very interesting class and a great prof. Her accent is very soothing to listen to and she explains everything very well. The final was a bit heavy in terms of readings to know in detail but the midterms were more than fair. Read the course pack.,01/20/2014,3.0,3.0,,4,Really into it,4.5,4.5,1,Yes,1390245780000,N/A,1452,N/A,,N/A,[],person,people
Not Mandatory,good,good,good,1,22540382,0,,awesome,5,BIOETHICS,Hot Russian accent made the class pretty intriguing. She just runs through slides and there isn't much class debating for a bioethics class. She is a fairly difficult marker but she's reasonable. i recommend the class because her personality makes it worth while!,12/13/2013,4.0,4.0,,4,It's my life,4.5,4.5,1,Yes,1386939753000,N/A,1452,N/A,,N/A,[],people,person
N/A,good,poor,good,3,22447876,0,,awesome,4,PHI2396,"Above all else, this professor is incredibly cool and keeps class engaging by making her course relatable and understandable. She teaches the course in an interdisciplinary style, drawing on various other fields, in order to delve into the topics she covers in an holistic and comprehensive manner. Furthermore, its incredibly easy to do well.",12/05/2013,1.0,1.0,,5,It's my life,4.5,4.5,1,Yes,1386271856000,N/A,1452,N/A,,N/A,[],people,people
N/A,good,poor,good,1,22167960,0,,awesome,5,PHY2396,She uses her own text package instead of the whole textbook which is super useful. She is passionate and cares about what she is teaching. She is not biased and argues every point if view which is helpful. Very chill teacher and her midterms are pretty easy.,10/09/2013,1.0,1.0,,4,Sorta interested,4.5,4.5,1,No,1381352150000,N/A,1452,N/A,,N/A,[],people,person
N/A,good,poor,good,1,22118600,1,,awesome,5,PHIL1600A,"Professor Apostolova's class is both interesting and engaging, but you have to be self-motivated to attend lectures and pay attention (of course). That's the only reason I can see people not liking her, because you need to motivate yourself to study. Otherwise, it was an engaging class!",09/12/2013,1.0,1.0,,4,Really into it,4.5,4.5,1,Yes,1378995634000,N/A,1452,N/A,,N/A,[],person,person
N/A,poor,good,poor,1,21391392,2,,awful,1,PHI2396,Do not take bioethics with her. The way she marks is ridiculous for you to even get a B. It is suppose to be an easy course and you end up studying for hours and barely passing the class.,03/06/2013,5.0,5.0,,1,Meh,1.0,1.0,1,No,1362609909000,N/A,1452,N/A,,N/A,[],people,person
N/A,good,poor,good,2,21364364,0,,awesome,5,1101B,"People are crazy. Her class was very clear. PHIL 1101 is a joke. She explains everything in class and the exams are primarily composed of example questions from the lectures. She wrote the textbook and it's like a conversation with the reader. It was informally written making it an easy read. Attend class, read the book, skim your notes = A+",02/25/2013,1.0,1.0,,5,Meh,5.0,5.0,1,Yes,1361799015000,N/A,1452,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,21271564,2,,awful,1,PHI1101,The worst Philosophy prof in the whole university of ottawa! I really do not recommend her. If your registered in her class best thing to do is to switch sections or drop the course,01/17/2013,5.0,5.0,,1,Really into it,1.0,1.0,1,Yes,1358438118000,N/A,1452,N/A,,N/A,[],people,people
N/A,average,good,average,0,21261025,1,,poor,2,PHI1102,"This class was extremely hard.  Her exams/midterms were really tough. The marking scheme was very specific.  The classes were interesting, but when it came to the midterms/exams, they were very difficult to get a good grade. I hated the content!!!! I do not recommend this class.... it is extremely boring, and very hard.",01/15/2013,5.0,5.0,,2,Low,2.0,2.0,1,No,1358247351000,N/A,1452,N/A,,N/A,[],person,people
N/A,good,average,average,0,21258731,0,,good,4,PHIP,She was a fairly good professor. Classes were interesting and exams were fair. The textbook is her own and I relied on it heavily - it could replace her lecture easily.,01/14/2013,3.0,3.0,,3,Sorta interested,3.5,3.5,1,Yes,1358194600000,N/A,1452,N/A,,N/A,[],people,people
