attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,0,36630739,0,,awesome,5,POL3114,Great Professor! Very helpful during office hours and knows his stuff! The course I was reading heavy though. ,09/07/2022,3.0,3.0,,5,N/A,5.0,5.0,0,N/A,1662521448000,Yes,0,Yes,,A+,"['Gives good feedback', 'Caring', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,35815090,0,,awesome,5,POL2104,"Very good prof, knows what he is talking about. Lectures can get a bit boring but honestly I don't blame him, it's an online poli sci course. However, grading was great as well as teaching. What more can you want? Just take the course, you'll be fine.",01/31/2022,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1643660833000,Yes,1452,Yes,,A+,"['Inspirational', 'Participation matters']",people,people
Mandatory,average,average,average,0,35696542,0,online,poor,2,POL2104,"Weekly DGDs where participation is counted by students, this caused many grades to be flawed and he refused to change incorrect grades. Unclear instructions and unresponsive to feedback. Rude when asked questions and made many students feel embarrassed for getting the wrong answer. The content of the course is easy but the prof made it unpleasant.",01/04/2022,2.0,2.0,,2,N/A,2.0,2.0,1,Yes,1641285694000,No,1452,Yes,,A,"['Lecture heavy', 'Participation matters']",people,people
N/A,good,good,good,0,35676570,0,online,good,4,POL2104,He is very average. Does not give extensions or extra credit.,12/30/2021,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1640848303000,Yes,1452,Yes,,Not sure yet,"['Get ready to read', 'Clear grading criteria', 'Respected']",people,people
Mandatory,good,average,good,0,34935881,0,online,good,4,POL2104,"I enjoyed Prof Lalibert&eacute;'s class. There weren't too many projects (2 small and 2 large), but we had a DGD each week, where we were marked for participation/presenting our groups' findings. The DGDs were based on textbook readings, but the readings weren't super important if you went to each week's lecture (which were taught well &amp; had good slides).",06/24/2021,3.0,3.0,,4,N/A,4.0,4.0,1,No,1624566497000,Yes,1452,Yes,,A,"['Clear grading criteria', 'Participation matters']",people,people
Mandatory,poor,average,poor,0,34673239,0,,awful,1,POL4145,"Unfortunately one of the worst professors I've had. While he was knowledgeable on the topic, his ability to teach the material was surprisingly poor. I also found it extremely difficult to get through his lectures.",05/01/2021,3.0,3.0,,1,N/A,1.0,1.0,1,No,1619835696000,No,1452,Yes,,Not sure yet,[],people,people
Mandatory,good,average,good,0,34524438,0,,awesome,5,POL2104,"Excellent, knowledgeable prof. I learned so much in this course even though it was not stressful.",04/08/2021,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1617917039000,Yes,1452,Yes,,A,"['Gives good feedback', 'Respected', 'Caring']",people,people
Mandatory,average,average,average,0,34504529,0,online,average,3,POL2104,Assignments were fair but personally hated how DGDs were once a week. Everything he covers is from the textbook.,04/04/2021,3.0,3.0,,3,N/A,3.0,3.0,1,No,1617543534000,Yes,1452,Yes,,Not sure yet,"['Participation matters', 'Clear grading criteria']",people,people
Mandatory,good,good,good,0,33304918,0,,awesome,5,POL4350,"Prof Lalibert&eacute; is always available to help my term paper after regular office hours. He is also very knowledgeable in Asia, especially Chinese politics. You probably will want to take more of his courses after taking one. Perfect choice for POL2104, POL3114, POL4350 and POL4378",05/15/2020,4.0,4.0,,5,N/A,5.0,5.0,1,No,1589562945000,Yes,1452,Yes,,N/A,"['Gives good feedback', 'Accessible outside class', 'Respected']",people,people
Mandatory,good,good,good,0,33179388,0,,awesome,5,POL3114,His class participation structure is frustrating but other than that he's a great prof. Very intense lectures but you learn a lot. His midterm/final structure is a take-home but you get a day to do it. Kind of annoying but if you do the readings you'll be fine. He seems like a much harsher marker than he actually is. Would take another class.,05/01/2020,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1588369629000,Yes,1452,Yes,,A,"['Amazing lectures ', 'Get ready to read']",people,people
