attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,good,average,good,1,28937057,0,,awesome,5,CMN4100,Amazing,11/20/2017,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1511140018000,Yes,1452,Yes,,N/A,"['Clear grading criteria', 'Respected', 'Gives good feedback']",people,person
N/A,good,average,good,1,28051538,0,,awesome,5,CMN4100,"you won't regret taking any of his classes, really great prof",04/14/2017,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1492181490000,Yes,1452,Yes,,N/A,"['Inspirational', 'EXTRA CREDIT', 'Participation matters']",people,person
Mandatory,good,average,good,4,28051530,0,,awesome,5,CMN3105,Best professor ever!,04/14/2017,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1492181362000,Yes,1452,Yes,,N/A,"['Hilarious', 'Caring', 'Respected']",people,people
Mandatory,good,good,good,1,28051525,1,,awesome,5,CMN3105,Best professor ever.,04/14/2017,5.0,5.0,,5,N/A,5.0,5.0,1,Yes,1492181264000,Yes,1452,Yes,,N/A,"['Caring', 'Respected', 'Hilarious']",person,person
Not Mandatory,good,average,good,5,27755027,0,,awesome,5,CMN3105,Great prof. He is very nice and caring. There is group work in the class (if you approach him with a problem he will help you). He uploads 40 quizzes with 10 questions each (not graded). But they WILL help you for the midterm and final.,01/19/2017,2.0,2.0,,5,N/A,5.0,5.0,1,No,1484838181000,Yes,1452,Yes,,A-,"['Group projects', 'Clear grading criteria', 'Caring']",people,people
Mandatory,good,average,good,1,27576834,0,,awesome,5,CMN3105,"I wasn't thrilled about the course because he makes a group project worth a lot and everyone gets the same mark no matter how much or little they do. But, the overall course isn't hard to get an A+. Do the quizzes, study them fully, attend class, take notes and you're guaranteed an A.  DOESN'T POST SLIDES ONLINE. GO TO CLASS.",12/20/2016,3.0,3.0,,5,N/A,5.0,5.0,1,No,1482224006000,Yes,1452,Yes,,A+,"['Group projects', 'Respected', 'Accessible outside class']",people,person
Mandatory,good,average,good,1,27308499,0,,good,4,CMN3105,"He makes his expectations straight forward, just show up to class, pay attention, do the quizzes he posts online and you won't need to buy the textbook. He isn't a hard marker for the group projects, just prove to him that you learned something in his class.",12/02/2016,2.0,2.0,,4,N/A,4.0,4.0,1,No,1480639026000,Yes,1452,Yes,,A,"['Clear grading criteria', 'Group projects', 'Hilarious']",people,person
Not Mandatory,good,poor,good,7,25476527,0,,awesome,5,CMN4100,He is by far one of my favourite professors at Uottawa! He is very passionate about what he does and makes his lectures very interesting and interactive. we learn from him as much as he learns from us. he is very funny and wants his students to succeed. he provides us with online quizzes to practice course material uses them in his midterm/exams. ,11/23/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,No,1448297667000,Yes,1452,Yes,,A,"['Hilarious', 'Participation matters']",people,people
Mandatory,good,average,average,0,24990638,1,,good,4,CMN3105,"He seems to really care about his students but he can also be rude.. A midterm, group project paper and presentation(not every member has to present), and a final test. I would recommend not buying his textbook because he gives you practice quizes that are exact wording. He tells you  what from class is on the midterm and final. Easy A+ ",06/23/2015,2.0,2.0,,3,Low,3.5,3.5,1,No,1435098985000,N/A,1452,Yes,,A+,['Group projects'],person,people
Mandatory,good,poor,good,3,24912572,0,,awesome,5,CMN3105,"Do the online tests, remember them, and you'll pass quite easily. It's actually quite easy to get an A. Just don't lag on joining a group for the group presentations as it might become a problem for you later on in the semester. Highly recommend this prof. Also you don't need the textbook unless you want an A+",05/28/2015,1.0,1.0,,5,Sorta interested,5.0,5.0,1,No,1432811175000,N/A,1452,Yes,,N/A,"['Respected', 'Gives good feedback']",people,people
Not Mandatory,good,poor,good,5,24790040,0,,awesome,5,CMN3105, Eid's classes are by far the best I've had yet at Uottawa! I was in CMN 3105 & 4100 and loved both. He guarantees his students at least an 80% grade in his class if they put in the effort. He has practices quizzes for each of his exams and draws 80% of the questions on his exams from the practices quizzes! TAKE HIS CLASSES. You won't regret it!  ,05/10/2015,1.0,1.0,,5,Really into it,5.0,5.0,1,No,1431267435000,Yes,1452,Yes,,A+,"['Group projects', 'Respected']",people,people
N/A,average,average,average,0,24729589,0,,good,3,CMN3105,"Tells you when to write things down, otherwise you don't need to. Posted online quizzes to prepare for (all multiple choice) exams. Gave bonus points for in-class participation. Super clear. ",05/03/2015,2.0,2.0,,4,Really into it,3.5,3.5,1,Yes,1430696448000,N/A,1452,Yes,,N/A,"['Clear grading criteria', 'EXTRA CREDIT', 'Participation matters']",people,people
Mandatory,good,average,good,4,24430047,6,,awesome,5,CMN3105,"Dr. Eid, by far, one of the best human being and the best professors I got taught by. He is amazing. His exams are easy. Also, he is very helpful inside and outside the class. If you have any questions, he is there for you. I wish him the best!",03/03/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1425423052000,N/A,1452,Yes,,N/A,"['Respected', 'Inspirational', 'Gives good feedback']",people,people
Not Mandatory,good,poor,good,4,24284782,0,,awesome,5,CMN3105,"Such an amazing prof, I would take another class with him again. He has a lot of knowledge in his field and his classes are very interesting. The exams are extremely easy. Professor Eid genuinely wants his students to do well.",01/14/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,No,1421197445000,Yes,1452,Yes,,N/A,"['Amazing lectures ', 'Respected']",people,people
Not Mandatory,good,poor,good,2,24095993,0,,good,4,CMN3105,"I will take a class with him again, anytime! Like his style of teaching. Do your readings and you're good!",12/16/2014,1.0,1.0,,4,Really into it,4.0,4.0,1,Yes,1418689813000,Yes,1452,N/A,,A,"['Clear grading criteria', 'Amazing lectures ']",people,people
Not Mandatory,good,poor,good,4,23937244,0,,awesome,5,CMN3105,Dr. Eid is an excellent professor at the University of Ottawa. His Media Ethics class is interesting and informative; perhaps one of the best courses I have taken. He organizes the course so as to allow students to do well as long as you do the quizzes and make an effort. Overall Dr. Eid is a really interesting teacher that I would highly recommend,12/03/2014,1.0,1.0,,5,Sorta interested,5.0,5.0,1,Yes,1417626074000,N/A,1452,Yes,,N/A,"['Amazing lectures ', 'Gives good feedback', 'Inspirational']",people,people
N/A,good,average,good,0,23922295,0,,awesome,5,CMN5142,"Bien que j'ai suivi le cours en anglais, j'ai recu de bonnes appréciations et des encouragements de la part de Dr . Eid. Il se soucie vraiment de ses élèves et de leur succès. C'est l'un des meilleurs professeurs que je ai eus. Sans hésitation, je vous le recommande.",12/02/2014,3.0,3.0,,4,Really into it,4.5,4.5,1,Yes,1417522698000,Yes,1452,Yes,,N/A,"['Gives good feedback', 'Respected']",people,people
Not Mandatory,good,poor,good,1,23899724,0,,awesome,5,CMN3105,"Great prof. If you pay attention and do the quizes you will pass, and do well. ",11/26/2014,1.0,1.0,,4,It's my life,4.5,4.5,1,Yes,1417040453000,Yes,1452,Yes,,A+,"['Group projects', 'Amazing lectures ']",people,person
