attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,good,average,good,0,34730903,0,,good,4,PSY4327,"Dr. Fogel is an engaging lecturer who seems very passionate about sleep research. Sometimes entertaining lectures presented in a very relatable manner. Expectations are clearly communicated. During the COVID-19 pandemic, he was unavailable by email, which was one drawback for me. But otherwise a really great professor and course!",05/07/2021,2.0,2.0,,4,N/A,4.0,4.0,1,No,1620365645000,Yes,1452,Yes,,N/A,['Clear grading criteria'],people,people
Not Mandatory,good,good,good,0,34559808,0,online,good,4,PSY4327,"Content (esp. Dream lectures) were super fascinating. Delivery of the course (COVID) was asynchronous and grades consisted of 4 non-cumulative exams &amp; either a lab report OR research essay, allowing even more schedule flexibility. Need to listen to lectures in the week they are available to discern valid theories from those that make him laugh!",04/16/2021,4.0,4.0,,4,N/A,4.0,4.0,1,No,1618532320000,Yes,1452,Yes,,N/A,['Graded by few things'],people,people
Mandatory,good,average,good,0,34559504,0,,awesome,5,PSY4327,"This class was really nice, no readings, just lectures, lots of tests (4 including exams) which is nice because they're not cumulative and it gives you a good amount of tries to bring your grade up, all in all great class with a great prof, only downside is that he's not quick to answer emails",04/15/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1618528944000,Yes,1452,Yes,,A,[],people,people
Not Mandatory,good,average,good,0,34554663,0,,good,4,PSY4327,Great prof and the lecture content is fantastic. His online lectures were easy to follow along and great for distance learning. Overall awesome professor and his research is interesting as well.,04/15/2021,2.0,2.0,,4,N/A,4.0,4.0,1,No,1618463096000,Yes,1452,Yes,,N/A,"['Gives good feedback', 'Clear grading criteria', 'Amazing lectures ']",people,people
Not Mandatory,good,average,good,0,34467000,0,,awesome,5,PSY4327,"Love him! One of the most fascinating classes I've ever taken. Very clear about his expectations and he's got a great sense of humour too! Everything on the lecture recordings is fair game (for midterms) so pay attention in class. He posts very interesting videos too (e.g., narcoleptic dogs, sleeping sharks). Overall, fun course, highly recommend.",03/24/2021,2.0,2.0,,5,N/A,5.0,5.0,1,No,1616546261000,Yes,1452,Yes,,Not sure yet,"['Amazing lectures ', 'Test heavy']",people,people
Mandatory,good,poor,good,0,33184865,0,,awesome,5,PSY4327,He's one of the best profs at Uottawa teaching fourth year classes. He's very good looking too. Very kind and caring professor. I love this guy!,05/02/2020,1.0,1.0,,5,N/A,5.0,5.0,1,No,1588450746000,Yes,1452,Yes,,A+,"['Inspirational', 'Lecture heavy', 'Respected']",people,people
Not Mandatory,good,average,good,0,31617522,0,,awesome,5,PSY4327,"I dont get the negative reviews on here. The guy is CHILL. Nice person, tries to make jokes during class, always ends lecture early. Exams were blessed, all multiple choice. He is clearly passionate about sleep, which is his area of research. Solid fourth year PSY class. TA was a sweetheart too.",04/17/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1555544112000,Yes,1452,Yes,,A,[],people,people
Mandatory,poor,average,poor,1,30641355,1,,awful,1,PSY4237,"hes not very interesting, boring in class and he is kind of mean when you talk to him after class. he makes you feel like he doesnt have time for you. would not recommend",11/01/2018,3.0,3.0,,1,N/A,1.0,1.0,1,No,1541063456000,No,1452,Yes,,N/A,"['So many papers', 'Graded by few things']",person,person
Not Mandatory,good,average,good,0,28526676,0,,awesome,5,PSY4327,Professor Fogel is the best professor in the whole school of psychology!!!! Would take every course with him if I could!!!!,07/12/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1499878105000,Yes,1452,N/A,,N/A,"['Inspirational', 'Amazing lectures ', 'Caring']",people,people
Mandatory,average,average,average,2,28278577,2,,poor,2,PSY4327,"I thought this class would be interesting which is why I took it but this professor is not only super boring but he clearly doesn't care about the class. When approaching him with questions, he sometimes answers with attitude. Makes sure everyone knows he dislikes Freud's ideas and even put questions on the final about it. Thoroughly disappointed.",05/10/2017,3.0,3.0,,2,N/A,2.0,2.0,1,No,1494447020000,No,1452,Yes,,B,[],people,people
Mandatory,good,average,good,3,28249797,1,,good,4,PSY4327,"2 Exams, both of which are entirely Multiple Choice which is quite rare in 3rd year PSY, nevermind 4th year PSY (and a blessing). The paper was a bit vague, however. Prof is good at lecturing and gives bonus 2% for attending all lectures. Only issue is he seems to bash males very frequently for some reason. As a white male, found it off-putting.",05/08/2017,2.0,2.0,,4,N/A,4.0,4.0,1,No,1494266034000,Yes,1452,Yes,,A,"['EXTRA CREDIT', 'Graded by few things']",person,people
