attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,average,average,0,30164105,0,,average,3,ADM1100,"Professor Woodcock is a mediocre professor. His lectures, though, are extremely dull. He says you need the textbook to pass but his lecture slides are enough. His midterm and exams are pretty easy if you attend and listen in class and study for them. His case studies are easy marks and a great way to raise your mark.",05/21/2018,3.0,3.0,,3,N/A,3.0,3.0,1,No,1526932294000,No,1452,Yes,,B,"['Lecture heavy', 'Get ready to read', 'Graded by few things']",people,people
Not Mandatory,poor,good,poor,1,29561007,0,,awful,1,ADM1100,Not a very good prof. his lectures are very boring. Test and Quiz are all related to the textbook.........,02/13/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1518492220000,No,1452,Yes,,WD,[],people,person
Mandatory,poor,average,poor,1,29531283,0,,awful,1,ADM1100N,"This guy is quite possibly one of the rudest profs I've ever had. He was racist and made derogatory comments towards my culture as well as negative comments towards people with disabilities. He is extremely dry in lectures and you will probably fall asleep. If you can avoid having him, do it.",02/02/2018,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1517588178000,No,1452,Yes,,N/A,"['Lecture heavy', 'Graded by few things', 'Group projects']",people,person
N/A,average,poor,average,0,28950383,0,,poor,2,ADM1100,"He is a really nice guy but the course itself is an intro course so it's not terribly interesting to begin with. He reads the powerpoint so just read it yourself and stay home. The midterm was a breeze, I had another midterm that day so I studied 30 minutes for it and got a mark in the high 80's. If you took business in high school you'll be fine.",11/21/2017,1.0,1.0,,2,N/A,2.0,2.0,1,No,1511307486000,Yes,1452,Yes,,N/A,"['Clear grading criteria', 'Group projects']",people,people
Not Mandatory,poor,average,poor,1,28869491,1,,awful,1,ADM1100,"I'm not exaggerating when I say he just reads his slides. Emailed him two months ago and have yet to receive a response. Doesn't put up course material in time, including assignments and slides for class that evening. Not helpful and just overall poor quality of teaching.",11/10/2017,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1510305328000,No,1452,Yes,,N/A,[],person,person
Not Mandatory,average,poor,average,1,28675323,1,,poor,2,ADM1300,"nice guy, easy material but unorganized, never answers emails, or phone calls. I walked into the final with a 90, but received a failing grade and when I called (it took him 3 weeks to get back to me) he said he didn't have either of my midterms (even though I had the grades up on blackboard). he fixed my grade but unacceptable in my opinion",09/14/2017,1.0,1.0,,2,N/A,2.0,2.0,1,No,1505397403000,No,1452,N/A,,A,['Group projects'],person,person
Not Mandatory,good,poor,good,2,28138438,0,,good,4,ADM1100,"He's a nice guy, but because the class is so light, you hardly need to pay attention, and it just becomes a drag if you go to the 3 hour lectures. But he's an easy grader, and the material is easy enough.  I can say that throughout the entire semester, I worked maybe 35 hours total for this class and I'm still doing very well.",04/26/2017,1.0,1.0,,4,N/A,4.0,4.0,1,No,1493248846000,Yes,1452,Yes,,A,"['Graded by few things', 'Group projects']",people,people
Not Mandatory,good,average,good,1,27978769,4,,awesome,5,ADM1100,Prof. Woodcock is a really nice guy. He has clearly done a lot of consulting for companies in Canada and the US and has some good experience and understanding of the business world. His exams and group projects are very straight forward and he truly wants students to succeed. Easy marker. Funny guy and his wife jokes are hilarious!,04/01/2017,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1491051672000,Yes,1452,Yes,,N/A,"['Group projects', 'Clear grading criteria', 'Hilarious']",people,person
Not Mandatory,good,poor,good,1,27941363,3,,awesome,5,ADM1100,really great guy! easy material!,03/23/2017,1.0,1.0,,5,N/A,5.0,5.0,1,No,1490309358000,Yes,1452,N/A,,A+,"['Group projects', 'Clear grading criteria', 'Graded by few things']",people,person
Not Mandatory,average,average,average,2,27928092,0,,average,3,ADM1100,"In my person opinion, this class is boring and dull but you'll get a good grade. You don't even have to go to class.",03/21/2017,3.0,3.0,,3,N/A,3.0,3.0,1,No,1490102043000,No,1452,Yes,,A,['Group projects'],people,people
