attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,35921963,0,,awesome,5,ADM1300,Really fantastic lecturer- consistently good. Very approachable and clearly cares about his students. Highly recommend.,03/10/2022,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1646878345000,Yes,0,Yes,,B+,"['Inspirational', 'Amazing lectures ', 'Clear grading criteria']",people,people
Mandatory,good,average,good,0,35750802,0,online,awesome,5,ADM1300,"Very funny and caring professor, would love to have him again in the future.",01/13/2022,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1642117463000,Yes,1452,Yes,,A+,"['Respected', 'Accessible outside class', 'Gives good feedback']",people,people
Not Mandatory,good,average,good,0,35732413,0,online,good,4,ADM1300,"he was one of the nicest profs for my online classes, as long as you take notes from the lecture slides, you're pretty much set. very well organized class and online atmosphere!",01/11/2022,2.0,2.0,,4,N/A,4.0,4.0,1,No,1641861047000,Yes,1452,Yes,,A+,"['Caring', 'Respected', 'Inspirational']",people,people
Not Mandatory,good,average,good,0,35704714,0,online,good,4,ADM1300,Professor Liboiron is a great teacher. His lectures were concise and engaging. Would recommend. His midterm and final weren't that hard either.,01/05/2022,2.0,2.0,,4,N/A,4.0,4.0,1,No,1641411559000,Yes,1452,Yes,,A,"['Respected', 'Graded by few things', 'Group projects']",people,people
Not Mandatory,good,average,good,0,35621058,0,online,good,4,ADM1300,"Chris is a beauty, definitely a hockey guy. He's pretty frank, but has a good sense of humour and is relatable. His class and tests are fairly easy if you take good notes. The DGDs are interactive and a lot of fun as well.",12/21/2021,2.0,2.0,,4,N/A,4.0,4.0,1,No,1640110633000,Yes,1452,Yes,,A+,"['Lecture heavy', 'Hilarious', 'Respected']",people,people
Not Mandatory,good,average,good,0,35615145,0,online,awesome,5,ADM1300,Great prof! for first-years made the transition quite smooth and was very helpful and fair with all the deliverables. highly recommended and I hope I have him later on as well.,12/21/2021,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1640055971000,Yes,1452,Yes,,Not sure yet,"['Caring', 'Gives good feedback', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,35608709,0,online,awesome,5,ADM1300,"Chris pulls no punches; what's taught in class will be on the exam and nothing more. Real easy to communicate with as well. Overall, the guys got class.",12/20/2021,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1640027646000,Yes,1452,Yes,,Not sure yet,['Respected'],people,people
Mandatory,good,average,good,0,35601532,0,online,awesome,5,ADM1300,"Chris is a really good prof and probably one of the best lecturers, his exams convey what was learned in class so if you study well you would have no problems. If you can take this prof take him",12/20/2021,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1639965136000,Yes,1452,Yes,,Not sure yet,"['Respected', 'Amazing lectures ', 'Test heavy']",people,people
Mandatory,good,average,good,0,35600833,0,online,awesome,5,ADM1300,"He was an amazing prof, really liked him. Not only was he good at teaching, his assignments were fairly graded and he seems to care about his students. I took a lot away from his class and hopefully I get him again.",12/20/2021,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1639960057000,Yes,1452,Yes,,Not sure yet,"['Respected', 'Caring']",people,people
Mandatory,good,average,good,0,34551067,0,online,awesome,5,ADM4341,Having a full course load online is taxing but Chris' class was the only one I thoroughly enjoyed and looked forward to. The expectations are very clear and he is very engaging. Read audit cases before class + attend class and take notes  you should be well prepared for your examinations.,04/14/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1618427453000,Yes,1452,Yes,,N/A,"['Participation matters', 'Amazing lectures ', 'Lots of homework']",people,people
Not Mandatory,good,good,good,0,34162098,0,online,awesome,5,ADM1340,Hands down one of the best lecturers at University of Ottawa. This was even more challenging given the course was online. Very caring professor as well- the midterm exam was completely messed up (not his fault) however a deferred exam or adjustment was offered. 100% will take Professor Liboiron again.,12/21/2020,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1608523247000,Yes,1452,Yes,,Not sure yet,"['Get ready to read', 'Amazing lectures ', 'Caring']",people,people
Not Mandatory,good,average,good,0,34152331,0,online,awesome,5,ADM4341,Very good lecturer. Given the troubles some have had with online courses he let us know participation was optional this term - and let us self assess. Lots of reading but overall a good experience.,12/20/2020,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1608422963000,Yes,1452,Yes,,Not sure yet,[],people,people
Mandatory,poor,average,poor,0,34119106,0,online,awful,1,ADM4341,Would not recommend taking Chris during online school. He refuses to check emails and is overall not helpful in his responses. I asked him a question and he replied two days later telling me to ask my tax prof when it was related to our course material. He is not accessible outside of lectures and expects you to work HARD for participation marks.,12/17/2020,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1608213743000,No,1452,Yes,,A-,"['Participation matters', 'Get ready to read']",people,people
N/A,average,average,average,0,33807422,0,online,poor,2,ADM1340,"Midterm was filled with impossible to answer questions Group project had no marking criteria, impossible to access data, my group was missing members Prof was negative towards questions about midterm and project, didn't reply to emails about them either He's a fantastic lecturer, poor assessment administrator He is a part time prof and it shows",11/12/2020,3.0,3.0,,2,N/A,2.0,2.0,3,Yes,1605206917000,Yes,1452,Yes,,Not sure yet,"['Graded by few things', 'Group projects', 'Amazing lectures ']",people,people
