attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,poor,good,0,35676564,0,online,awesome,5,POL2156,She is an amazing prof. Her grading scheme is so good. She does not make you stress about the grades on the assignments but rather makes sure u learn what you need to. She is also very engaging and enjoys what she teaches.,12/30/2021,1.0,1.0,,5,N/A,5.0,5.0,1,No,1640848141000,Yes,1452,Yes,,A+,"['Gives good feedback', 'Accessible outside class', 'Amazing lectures ']",people,people
N/A,good,average,good,0,34682677,0,online,awesome,5,POL2156,Love this prof. She is very accommodating to accessibility needs and very understanding about needing extensions and extra help she is always willing to repeat or rephrase anything if you don't understand. The final project is a group project. I will definitely take her again if I have the chance.,05/02/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1619997114000,Yes,1452,Yes,,N/A,"['Accessible outside class', 'Group projects', 'Gives good feedback']",people,people
Mandatory,good,average,good,0,31537426,1,,good,4,POL2156,"Prof RW is really nice and compassionate- you can tell she genuinely wants her students to do well. The only reason why I wouldn't take her again is because of how confusing her course was. There are SO many different things you are graded on, and IMO it's to a fault. I was always nervous that I was forgetting something, which was really stressful.",04/05/2019,2.0,2.0,,4,N/A,4.0,4.0,1,No,1554474130000,No,1452,Yes,,N/A,"['Accessible outside class', 'Group projects']",person,people
N/A,good,average,good,1,29549621,0,,good,4,POL2156,"Great prof, easy grader! We were allowed a 2 page cheat sheet on the MT and the short paper was simple. Final exam was a group project and grading on it was fair. She posts all her notes online so going to class is optional. Just make sure to log on to the website she uses (Echo360) to get participation marks. If you're confused, send her an email!",02/08/2018,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1518114383000,Yes,1452,Yes,,A-,"['Group projects', 'Respected', 'Accessible outside class']",people,person
Mandatory,good,average,good,0,29303898,0,,good,4,POL2156,"Pretty good prof! You can tell that she really knows and enjoys what she is teaching, and she really cares about her students. If there's one thing I would recommend, go to her office hours! She's great at explaining the course content in an easily understandable way. Final group project instead of an exam, so take that as you will.",12/21/2017,3.0,3.0,,4,N/A,4.0,4.0,1,No,1513854810000,Yes,1452,Yes,,N/A,"['Caring', 'Gives good feedback', 'Group projects']",people,people
Mandatory,good,average,good,1,29188781,0,,awesome,5,POL2156,Really great professor.. Definitely one of the best professors I've had in my university career so far and gives you tips on how to succeed in assignments and exams. Really approachable and I always emailed her or attended her office hours whenever I was confused about a topic. If you have the option- take her class! You won't regret it.,12/13/2017,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1513204847000,Yes,1452,Yes,,A,"['Gives good feedback', 'Respected', 'Accessible outside class']",people,person
Mandatory,good,average,good,0,28246639,2,,awesome,5,POL2104,"Professor Regan Wills was easily the best professor/educator I have ever had in my life. Her classes were intriguing, expectations were clearly defined for all assignments and she is incredibly understanding of her students' needs. She allows you to he plenty of time to prepare and ask questions about assignments. If you can take her class, do it!",05/08/2017,2.0,2.0,,5,N/A,5.0,5.0,1,No,1494251586000,Yes,1452,Yes,,A+,"['Amazing lectures ', 'Respected', 'Inspirational']",people,people
Mandatory,good,average,good,0,28123650,0,,awesome,5,POL2104,"She is one of the best professor I have ever had! Her lectures are well structured, funny and super interesting. She really cares about her students and has willingly accommodated students with paper and midterm extensions when needed. Also she provides students an opportunity to apply grading feedback and revise their paper for a better mark!",04/25/2017,2.0,2.0,,5,N/A,5.0,5.0,1,No,1493142241000,Yes,1452,Yes,,A+,"['Amazing lectures ', 'Caring', 'Hilarious']",people,people
Mandatory,good,average,good,0,28109060,0,,awesome,5,POL2103,Emily is an amazing professor who genuinely cares about her students and the material she was teaching. If you get the chance definitely take a class with her.,04/23/2017,3.0,3.0,,5,N/A,5.0,5.0,1,No,1492991764000,Yes,1452,Yes,,A-,"['Respected', 'Gives good feedback', 'Caring']",people,people
Not Mandatory,good,good,good,0,27756874,0,,awesome,5,POL3162,"She is the best professor i've ever had. She is so funny and energetic. I loved her lectures, because she made everything seem so easy! Highly recommended, you won't regret it. Love her!!!!!!!!!!!!",01/19/2017,4.0,4.0,,5,N/A,5.0,5.0,1,No,1484861863000,Yes,1452,Yes,,A,"['Hilarious', 'Participation matters', 'Inspirational']",people,people
N/A,good,average,good,1,27705877,1,,awesome,5,POL4350,"Great prof, but she seems to almost not care enough about grading. Everyone gets by with no worse than an 8. She knows her stuff inside and out, so you can count on her to help you with understanding anything when reading or writing. Very friendly.",01/10/2017,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1484017151000,Yes,1452,N/A,,N/A,"['Gives good feedback', 'Hilarious', 'Caring']",person,person
Mandatory,good,average,good,2,26959062,0,,awesome,5,POL4350,Emily Regan Wills is my favourite professor. The readings are usually theory based and she goes over any questions you have at the beginning of the lecture. Then the rest of the class is devoted to applying/contextualizing the theory. She uses lots of case studies! She is extremely knowledgeable and personable. Definitely recommend her!!,09/07/2016,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1473245367000,Yes,1452,Yes,,N/A,"['Hilarious', 'Amazing lectures ', 'Gives good feedback']",people,people
Mandatory,average,average,average,0,23573497,0,,good,3,POL2104,"Great prof, very friendly and wanting to help! Really knows her stuff as she has done studies in the field. However, slideshows kind of made everything more confusing and had some really long case studies and readings. Would only recommend if you actually are excited for this course.",09/03/2014,3.0,3.0,,4,Low,3.5,3.5,1,No,1409740435000,N/A,1452,N/A,,B,[],people,people
N/A,good,good,good,0,23012682,0,,awesome,5,POL2104,Case studies make the class really relevant. She uses Lecturetools and all the readings are online. She is really funny too.,04/09/2014,4.0,4.0,,5,Meh,5.0,5.0,1,No,1397053240000,N/A,1452,N/A,,N/A,[],people,people
N/A,good,good,good,1,22949681,0,,awesome,5,POL2104,She really knows her stuff. Class is interesting and informative!,03/26/2014,4.0,4.0,,5,Low,5.0,5.0,1,No,1395834232000,N/A,1452,N/A,,N/A,[],people,person
N/A,good,average,good,0,22940355,0,,awesome,5,POL2104,"Wonderfully passionate and engaging professor. She is very clear, interesting, and works hard to make class enjoyable. Uses interactive learning, and discussion, in conjunction with case studies and theories. Very helpful and understanding of students needs and workload!",03/24/2014,3.0,3.0,,5,Sorta interested,5.0,5.0,1,No,1395669242000,N/A,1452,N/A,,N/A,[],people,people
Mandatory,good,average,good,0,22940320,1,,awesome,5,POL2104,The best prof I've had. HIGHLY recommend her course. She makes theory interesting and relevant.,03/24/2014,3.0,3.0,,5,Low,5.0,5.0,1,No,1395668873000,N/A,1452,N/A,,N/A,[],person,people
