attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,0,35935997,0,online,awesome,5,HS1500,"amazing teacher, interesting lectures",03/15/2022,2.0,2.0,,5,N/A,5.0,5.0,1,N/A,1647303105000,Yes,0,Yes,,A+,['Amazing lectures '],people,people
Not Mandatory,good,good,good,0,33893909,0,online,awesome,5,HSS1500,Prof Desjardins est un tr&egrave;s bon prof! Le cours est tr&egrave;s int&eacute;ressant. le semestre &eacute;tait en ligne et j'ai appr&eacute;ci&eacute; le fait que chaque powerpoint avait un enregistrement audio inclus. Professeur Desjardins a pris aussi l'effort de tenir aussi des sessions synchrones le lundi en plus des powerpoint pr&eacute;-enregistr&eacute;s.,11/26/2020,4.0,4.0,,5,N/A,5.0,5.0,1,No,1606427865000,Yes,1452,Yes,,N/A,"['Lecture heavy', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,33258223,0,,good,4,HSS1501,He knows his stuff super well and he is straightforward with what he expects from you. Sometimes he says stuff in lecture that's not on his slides so it is important to listen carefully.,05/10/2020,3.0,3.0,,4,N/A,4.0,4.0,1,No,1589153129000,Yes,1452,Yes,,A,[],people,people
Not Mandatory,good,good,good,0,32442819,0,,awesome,5,HSS1500,"Great prof, only need to study powerpoints. Good at explaining tricky concepts",11/20/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1574208339000,Yes,1452,Yes,,INC,"['Graded by few things', 'Amazing lectures ', 'Clear grading criteria']",people,people
Not Mandatory,good,average,good,0,31363575,0,,awesome,5,HSS1500,"Amazing prof, best one I've had so far at OttawaU!! Make sure you study the pp for the midterms and final I guarantee you will have an A. He explains everything so clearly. He is very passionate about what he teaches so you'll never be bored in his class. He is fair in his exams so make sure you study! Textbook is useless, don't buy it.",02/19/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1550603352000,Yes,1452,Yes,,A-,"['Respected', 'Gives good feedback', 'Inspirational']",people,people
Not Mandatory,good,good,good,0,31042627,0,,awesome,5,HS1500,Desjardins is one of my favourite profs that I've ever had at uOttawa. The course itself was very interesting and he did a wonderful job portraying the subject matter. I loved attending his lectures as he would explain everything really well and add interesting anecdotes. His tests are fair and he gives lots of hints in class. Highly recommend.,12/15/2018,4.0,4.0,,5,N/A,5.0,5.0,1,No,1544894973000,Yes,1452,Yes,,A,"['Inspirational', 'Respected', 'Graded by few things']",people,people
Mandatory,good,average,good,0,30778445,0,,awesome,5,HSS1500,"Dr Desjardins is the best teacher I've had so far. Everything's on his PP, the textbook is useless. If you take this class, you should stard studying at least a week before your exam: there's a LOT of content to know by heart.",11/25/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1543177708000,Yes,1452,No,,Not sure yet,"['Test heavy', 'Amazing lectures ']",people,people
Mandatory,good,average,good,5,28151510,0,,awesome,5,HSS1500,"Final exam was easy, finished it in an hour. Midterms can be tricky, make sure to study in advance because you need to remember everything by heart. Exams are fair though. 2 midterms of 30 multiple choices each for 30% of final grade each + final exam (60 multiple choices 10 true/falses and 3 big questions that he hints in class) for 40%.",04/28/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1493371061000,Yes,1452,N/A,,Not sure yet,"['Accessible outside class', 'Caring']",people,people
Not Mandatory,good,good,good,0,27400168,0,,good,4,HSS1500,"Amazing prof, you can tell he's passionate about what he teaches. However, this class isn't as easy as people say it is... His exams are very tricky and there's a LOT of content so make sure you study in advance and memorizing everything. Go to class!! He hints things that are actually on the exam so its pretty helpful going.",12/08/2016,4.0,4.0,,4,N/A,4.0,4.0,1,No,1481235094000,Yes,1452,Yes,,N/A,"['Test heavy', 'Amazing lectures ', 'Lecture heavy']",people,people
Mandatory,good,good,good,0,27393148,0,,awesome,5,HSS1500,Super bon prof. Il connais clairement sa matière puis est passionné par la microbio et immuno. Ses diapo sont très complète. Il faut vraiment étudier et connaitre la matière pour ce cour. Les mi-session son 30 choix multiples pour 30% de ta note Il faut être capable de facilement reconnaitre les signes et symptômes. Il donne bcp de hints en classe.,12/08/2016,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1481213478000,Yes,1452,Yes,,A,"['Graded by few things', 'Respected']",people,people
