attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,34612769,0,online,good,4,HIS2307,"Very caring and flexible with deadlines. Clearly knows a lot and cares a lot about the subject but lectures are dry and difficult to follow. Lots of choice for assignment formats and topics, and tries to ensure that students can make personal and practical links to the content. I didn't learn very much but at least she was kind.",04/24/2021,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1619225697000,No,1452,Yes,,A,"['Gives good feedback', 'So many papers', 'Caring']",people,people
Not Mandatory,good,good,good,0,34582562,0,online,good,4,HIS2307,"Professor McCutcheon's lectures are a bit dry and she was not great with technology so I wouldn't recommend if it's online, however, she is very flexible with due dates and really wants students to improve their writing and succeed in the course. There was a lot of papers, but she was a fair marker and super accessible for questions",04/20/2021,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1618938812000,Yes,1452,Yes,,N/A,"['Accessible outside class', 'So many papers', 'Gives good feedback']",people,people
Not Mandatory,average,average,average,0,34521546,0,,poor,2,HIS2307,"While the professor is a nice person, a large amount of the assigned work is framed in such a way that seems almost un-academic. It may be personal opinion, but a major component of a history class shouldn't be taking Twitter and modern media as important sources.",04/08/2021,3.0,3.0,,2,N/A,2.0,2.0,1,Yes,1617875077000,No,1452,Yes,,B+,['Caring'],people,people
Not Mandatory,poor,good,poor,4,29115199,0,,awful,1,HIS2364,"Okay, I took this class because I needed an elective in my fourth year. Please tell me why this class required more assignments than all of my fourth year classes together? Major research paper and take home final are both at a 3000 word minimum. It's not a fourth year class. I don't recommend unless you like being stressed all the time.",12/10/2017,5.0,5.0,,1,N/A,1.0,1.0,1,No,1512873201000,No,1452,Yes,,N/A,"['Gives good feedback', 'So many papers', 'Lots of homework']",people,people
Not Mandatory,good,average,good,0,29110256,3,,awesome,5,HIS2364,Prof McCutcheon is extremely knowledgeable and passionate about her course's subject matter. She is also the kindest and most engaging prof I have ever had in my 4 years at Univeristy of Ottawa. Took two courses with her this semester and learned more in them than I have in my whole degree! She's the best!,12/09/2017,2.0,2.0,,5,N/A,5.0,5.0,1,No,1512837035000,Yes,1452,Yes,,A+,"['Accessible outside class', 'Lots of homework']",people,people
N/A,average,good,average,3,29074540,0,,poor,2,HIS2151,"So many assignments! But she is flexible with deadlines. Lectures were a bit scattered, and assignments were unclear at times. Nice enough as a person, but wouldn't recommend as a prof.",12/06/2017,5.0,5.0,,2,N/A,2.0,2.0,1,No,1512604523000,No,1452,Yes,,N/A,"['Tough grader', 'So many papers', 'Gives good feedback']",people,people
N/A,average,good,average,2,29074450,0,,poor,2,HIS2151,"Professor McCutcheon is incredibly caring about her students and very passionate about history. However, her lectures were very disorganised and a little dull. She would go into details that weren't very important, and then not go into depth into more major topics. The course felt very piecemeal, it didn't feel organised by theme or big picture.",12/06/2017,4.0,4.0,,2,N/A,2.0,2.0,1,No,1512604144000,No,1452,Yes,,N/A,"['So many papers', 'Caring', 'Accessible outside class']",people,people
Not Mandatory,average,average,average,5,28678174,0,,poor,2,HIS2151,"Professor McCutcheon seemed like a nice lady and was clearly passionate about history. However, her lectures were dry, vague, and repetitive. She didn't explain things in-depth, was often disorganized, and read off her notes. She made what was supposed to be an interesting class boring...",09/15/2017,3.0,3.0,,2,N/A,2.0,2.0,1,No,1505512602000,No,1452,Yes,,N/A,[],people,people
Not Mandatory,poor,good,poor,8,27850729,0,,awful,1,HIS2307,"McCutcheon slams your semester with papers, so much so that you are constantly stressed when to turn them in. Requires 5 short papers, in addition to a long. Half the time she seems to be extremely disorganized. I cannot emphasize enough how monotone and dull her lectures are. She manages to make an interesting course into an endless blah.",02/23/2017,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1487814005000,No,1452,Yes,,N/A,"['So many papers', 'Lots of homework', 'Get ready to read']",people,people
Not Mandatory,good,average,good,0,27782293,5,,awesome,5,HIS2364,Dr. McCutcheon is one of the best profs a uOttawa by far! She records her lectures if you can't make it. Everything is online. She even has a facebook group for each class which makes discussion much easier.  Her material is interesting and engaging. Assignments are decent and final take home was fair. 10/10 would recommend.,01/27/2017,3.0,3.0,,5,N/A,5.0,5.0,1,No,1485518325000,Yes,1452,N/A,,N/A,"['Accessible outside class', 'Amazing lectures ', 'Caring']",people,people
