attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,0,36122399,0,online,poor,2,PSY2701,The class content is overall very heavy. The prof's PowerPoints are unorganized. She uses a lot of acronyms which can be confusing with all the different vocabulary. The tests were mostly True or False and multiple choice with a few development questions. I feel like most of her questions were trick questions. ,04/21/2022,4.0,4.0,,2,N/A,2.0,2.0,1,Yes,1650562422000,N/A,0,Yes,,N/A,['Test heavy'],people,people
Mandatory,poor,good,poor,0,35972475,0,online,awful,1,PSY2701,"The class was very disorganized. Powerpoints aren't very clear and she speaks SO FAST! She started the class by saying not to bother asking to slow down bc she wouldn't. 
Constantly repeats that things are complicated and will be difficult for people in BA Psych. 
Goes into way too much detail and doesn't worry about students understanding. ",03/24/2022,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1648150035000,N/A,0,Yes,,Not sure yet,"['Lecture heavy', 'Get ready to read', 'Tough grader']",people,people
Not Mandatory,poor,poor,poor,0,35779071,0,,awful,1,PSY1501,"Si tu aimes les cours bien organis&eacute; ne choisi pas ce cours. C'est assez d&eacute;sorganis&eacute;e, il y a tellement de documents diff&eacute;rent sur BS que tu ne sais plus ou donner de la t&ecirc;te. Beaucoup de chose du livre sont manquant dans les cours aussi, donc tu dois absolument lire tout et essayer de comprendre seul parfois.",01/20/2022,1.0,1.0,,1,N/A,1.0,1.0,1,Yes,1642714156000,No,1452,Yes,,C+,"['So many papers', 'Test heavy', 'Get ready to read']",people,people
Not Mandatory,good,good,good,0,35694201,0,online,good,4,PSY2701,"Great prof, engaging. Powerpoints are disorganized and non writted clearly, but she explains well in class. Exams are somewhat harder than expected, but with textbook and studying I was able to get a good grade.",01/04/2022,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1641256011000,Yes,1452,Yes,,A-,"['Gives good feedback', 'Lecture heavy', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,35662682,0,,good,4,PSY3701,She helps so much to understand complicated stuff. Makes sure that people understand and she gives different explanations,12/27/2021,3.0,3.0,,4,N/A,4.0,4.0,1,No,1640635694000,Yes,1452,Yes,,B+,"['Caring', 'Clear grading criteria', 'Respected']",people,people
Not Mandatory,average,good,average,0,35656738,0,online,average,3,PSY1501,"The exam was only on the Top Hat content. For my class, there was half the student in class and half online and it made it more difficult for the online students (not her fault). The test were too specific compared to the text (almost 700 pages of text to study for the final exam..). The exams are really heavy, don't take the lecture for granted.",12/26/2021,5.0,5.0,,3,N/A,3.0,3.0,1,Yes,1640541252000,No,1452,Yes,,A-,"['Lecture heavy', 'Test heavy', 'Get ready to read']",people,people
Not Mandatory,average,good,average,0,35613540,0,,average,3,PSY1501,"Le Marec's class seems a bit pointless as nothing she talks about is being graded on the test, I stopped going after about the first month. What really matters is the textbook, that is your lifesaver! Pay attention to everything as the tests will mention a tiny detail.",12/21/2021,4.0,4.0,,3,N/A,3.0,3.0,1,Yes,1640048092000,No,1452,Yes,,A-,"['Accessible outside class', 'Lots of homework', 'Get ready to read']",people,people
Not Mandatory,average,poor,average,0,35493352,0,,average,3,PSY1501,"Shes honestly the most mediocre teacher Ive had. I was expecting a little more because psychology is interesting but oh well. If you show up to class, read the mandatory TopHat textbook (understand the vocabulary and terms) and do the homework on time, youll be fine. The SIPR component is fun, and exams are simple and straightforward.",12/13/2021,1.0,1.0,,3,N/A,3.0,3.0,1,Yes,1639379054000,Yes,1452,Yes,,A,"['Caring', 'Get ready to read', 'Lots of homework']",people,people
N/A,average,average,average,0,35333279,0,,average,3,PSY3701,"The midterm was easy but then there are two papers, and a final assignment that is based on material not seen in class. This just means that after the midterm, classes become 100% useless (which is both a good and bad thing I guess). I think she is a very mid tier prof but if you work well you should get a good grade in the class.",12/01/2021,3.0,3.0,,3,N/A,3.0,3.0,1,No,1638375321000,No,1452,Yes,,A+,"['Graded by few things', 'Lecture heavy']",people,people
Not Mandatory,good,average,good,0,35248602,0,online,good,4,PSY1501,"Very nice and caring teacher, she jokes around a little and is very organized. The quizzes are fair and you learn a lot in this class. Definitely a good teacher and a lot of learning.",11/16/2021,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1637086462000,Yes,1452,Yes,,Not sure yet,[],people,people
Mandatory,good,average,good,0,34596569,0,online,awesome,5,PSY2701,"Such a sweet prof, my wifi went out during one of the exams and she was super understanding! Other than that she makes the material interesting and understandable even if you havent done science courses! All in all great prof!",04/22/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1619052864000,Yes,1452,Yes,,N/A,"['Amazing lectures ', 'Inspirational', 'Accessible outside class']",people,people
Mandatory,good,good,good,0,34516588,0,online,good,4,PSY3503,"there's so many bad reviews but she's a good prof and really sweet, she answers emails fast and her exams are fair. Her lectures are a bit too heavy (Zoom classes+videos on her youtube channel+audios on 2-3 powerpoints+extra videos to prepare for the quizz) so it can be annoying, we also have 3 group projects to do but it's really not that bad",04/07/2021,4.0,4.0,,4,N/A,4.0,4.0,1,No,1617805028000,Yes,1452,Yes,,Not sure yet,"['Group projects', 'Gives good feedback', 'Lots of homework']",people,people
N/A,good,average,good,0,34443464,0,online,good,4,PSY1501,"I was scared by her reviews when I took her class at first, but she's a sweetie idk why everyone's mad. her lectures are good and she answers emails fast. The textbook is on tophat -- we had textbook questions due at the end of every unit but they were very helpful to prepare for the tests.",03/16/2021,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1615924983000,Yes,1452,Yes,,N/A,"['Gives good feedback', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,1,34424999,0,online,awesome,5,PSY3503,"she frankly does not deserve those bad reviews. Really caring and gise us EVERYTHING we need to pass. very versatile and give so many opportunities to get better grades if we are falling behind. she does speak fast in class, but everything is in PowerPoint and there are also videos and audio attached to the PP. no final exam 3group Proj 7mini quiz.",03/10/2021,3.0,3.0,,5,N/A,5.0,5.0,1,No,1615390687000,Yes,1452,Yes,,Not sure yet,"['Caring', 'Gives good feedback', 'Get ready to read']",people,person
Mandatory,good,average,good,0,34403251,0,online,good,4,PSY3503,"Idk if she changed but personally I found her really sweet and her exams are actually pretty easy because she gives everything in class. Her lectures are a bit heavy but nothing too alarming, I don't even study a lot for her class and usually have A or B to each quizz. She cares a lot about her students too !",03/02/2021,3.0,3.0,,4,N/A,4.0,4.0,1,No,1614722643000,Yes,1452,Yes,,Not sure yet,"['Accessible outside class', 'Gives good feedback', 'Group projects']",people,people
Mandatory,poor,good,poor,0,34285361,0,online,awful,1,PSY3503,"She is ridiculous, has great lectures, but her assignments and exams are very hard and sometimes there is material we didn't learn in class that is on there. I did all the extra readings she assigned and still sometimes there was information on the exam that I didn't recognize. If you can, avoid this prof",01/16/2021,5.0,5.0,,1,N/A,1.0,1.0,1,No,1610831402000,No,1452,Yes,,B,"['Group projects', 'Test heavy', 'Tough grader']",people,people
N/A,average,average,average,0,34143913,0,online,average,3,PSY1501,"Pretty average class. Be prepared to do lots of reading if you want to do well on the quizzes, a lot of the material was super specific and you need to read the textbook to fully understand it. Very knowledgeable most of the time if you ask her questions during lecture hours. Not too difficult if you make a solid effort.",12/19/2020,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1608343631000,Yes,1452,Yes,,B+,"['Lecture heavy', 'Get ready to read']",people,people
