attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,poor,good,0,36074793,0,,awesome,5,PSY3703,"I don't agree with the bad reviews, I would recommend this prof to anyone. Exams are easy and sometimes even sitcom themed, he makes funny references in his lectures and answers all questions clearly. The midterm paper was also super easy and actually graded you for comprehension of the topic. Definitely take this prof. ",04/13/2022,1.0,1.0,,5,N/A,5.0,5.0,1,N/A,1649894065000,Yes,0,Yes,,Not sure yet,"['Amazing lectures ', 'Hilarious', 'Clear grading criteria']",people,people
N/A,good,poor,good,0,36022888,0,online,awesome,5,PSY3307,"All of these bad reviews are from people who put no effort into the class, don't listen to them. I've taken this prof twice and his midterms are SO EASY if you listen to the lectures. That is all. He literally gives the answers to everything in his lectures. Textbook not required, exams are MCQ and really short. Hes really sweet and overall amazing",04/05/2022,1.0,1.0,,5,N/A,5.0,5.0,1,N/A,1649172797000,Yes,0,No,,A+,"['Caring', 'Graded by few things']",people,people
Not Mandatory,poor,good,poor,0,35962180,0,,awful,1,IPA5131,if you want a professor who vents about his shortcomings as a researcher in a class teaching research methods he's your man. Terrible experience having him as a professor. ,03/22/2022,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1647979514000,N/A,0,Yes,,A-,"['Get ready to read', 'So many papers', 'Tough grader']",people,people
Not Mandatory,average,good,average,0,35821683,0,online,average,3,PSY3707,Not accessible outside class AT ALL!! Exams are hard too. Good luck with that if you have to take this class!! The prof is nice though,02/02/2022,4.0,4.0,,3,N/A,3.0,3.0,1,No,1643824585000,No,1452,Yes,,N/A,"['Lecture heavy', 'Tough grader']",people,people
Mandatory,good,average,good,0,35759375,0,,awesome,5,PSY3307,"Dr Durand's lectures are very clear, straightforward and easy to understand. While he can be a bit dry, he applies the course material to real situations in statistics and research. Dr Durand is very relatable and honest. His exams follow the course content exactly. Take statistics with him, he's very cool.",01/16/2022,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1642354148000,Yes,1452,Yes,,A-,"['Lecture heavy', 'Clear grading criteria', 'Amazing lectures ']",people,people
Not Mandatory,average,average,average,0,35694187,0,online,poor,2,PSY2506,"Powerpoints are unclear and the french translation is sometimes off. Lectures are not engaging whatsoever. No practice or any application other than the lab, but it is a light course and decently easy to understand.",01/04/2022,2.0,2.0,,2,N/A,2.0,2.0,1,No,1641255849000,No,1452,Yes,,A-,['Clear grading criteria'],people,people
Not Mandatory,good,good,good,0,35662663,0,online,awesome,5,PSY3707,"Such a chill prof, I liked his online program.",12/27/2021,4.0,4.0,,5,N/A,5.0,5.0,1,No,1640635515000,Yes,1452,Yes,,B+,"['Respected', 'Hilarious', 'Accessible outside class']",people,people
Mandatory,average,good,average,0,35535524,0,,poor,2,PSY3307,"I understand that following the rules of conduct are important, but being a professor also entails a proper level of empathy and compassion, which Professor Durand lacked. I explained my tour situation and asked for an extension, and he flat out sent an email saying &quot;NO.&quot; which I found very offensive and unprofessional.",12/15/2021,4.0,4.0,,2,N/A,2.0,2.0,1,No,1639563411000,No,1452,Yes,,A-,"['Clear grading criteria', 'Lecture heavy']",people,people
Not Mandatory,good,average,good,0,35509904,0,online,good,4,PSY3307,"He's a good prof and tries his best to make the class interesting especially since it's online. There are two midterms, one paper and the option to either write a second paper or final exam. Exams are multiple choice and fair/reflect course material however some questions can only be found in the textbook (can be found free online)",12/14/2021,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1639450508000,Yes,1452,Yes,,N/A,"['Graded by few things', 'Clear grading criteria']",people,people
Not Mandatory,good,average,good,0,35508357,0,,awesome,5,PSY3307,"Professor Durand is amazing! He answers emails pretty quickly, and answers questions in class clearly, making sure you understand. He's extremely accommodating when it comes to the exam and the assignment given. Psychometrics is a really boring course and can be quite complicated at times, and he made sure everyone could understand!",12/14/2021,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1639446006000,Yes,1452,Yes,,Not sure yet,"['Accessible outside class', 'Clear grading criteria', 'Caring']",people,people
