attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,35750993,0,online,awesome,5,ADM33818,"BEST PROF EVER!!!! Not sure why he got bad ratings but he's amazing. He explains the content in a very clear and engaging manner. I 100% recommend. He's also cares for his students &amp; his grading is very clear! All your assignments, midterms/finals are explained clearly!",01/14/2022,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1642119489000,Yes,1452,Yes,,A+,"['Respected', 'Gives good feedback', 'Amazing lectures ']",people,people
N/A,good,average,good,0,34166948,0,online,awesome,5,ADM4316,"This was one of the best classes I've taken especially online. This Professor is very caring about his students and wants everyone to succeed. Although it was a bit messy this semester due to everything being new and online, he gives many opportunities for bonus marks in his classes and is always available to meet outside of class. Best Professor.",12/21/2020,2.0,2.0,,5,N/A,5.0,5.0,1,No,1608577575000,Yes,1452,Yes,,A+,"['Participation matters', 'Caring', 'Gives good feedback']",people,people
N/A,average,good,average,0,33238858,0,,average,3,ADM3319,"I think people rating him down are being a tad extreme but yes he needs to do a better job of following his syllabus (the reflective logs had me sweating). He also needs to work on making the in-class activities less of a mess. On the other hand, he seemed considerate especially regarding the coronavirus, would give him a chance to improve.",05/08/2020,4.0,4.0,,3,N/A,3.0,3.0,1,Yes,1588913716000,No,1452,Yes,,A,"['Group projects', 'Lots of homework', 'Participation matters']",people,people
Not Mandatory,poor,good,poor,0,32976227,0,,awful,1,ADM3319,"Really really really bad. Does not care one bit about his students. Work overload. Will take up as much work as 4 other classes. No clear expectations and blames students when they get confused. Im writing this before the final, thats how bad he is. DO NOT take him if you dont have to. If you do take his class you will regret it 100%",03/17/2020,5.0,5.0,,1,N/A,1.0,1.0,3,Yes,1584413542000,No,1452,Yes,,N/A,"['So many papers', 'Tough grader', 'Lots of homework']",people,people
N/A,poor,good,poor,0,32934753,0,,awful,1,ADM3319,This professor makes this course extremely work heavy. There is a case almost every week. There are two reflective logs on top of that. He sends around participation signing sheets occasionally. Need to submit a report AND a group presentation. AND TO TOP IT ALL OFF...A FINAL EXAM. This course is demanding with Hassan. Choose another prof.,02/26/2020,5.0,5.0,,1,N/A,1.0,1.0,3,No,1582742743000,No,1452,Yes,,N/A,['Lots of homework'],people,people
N/A,poor,good,poor,0,32906809,0,,awful,1,ADM3319,"Very unorganized. Seems to be all over the map and doesn't know what his own syllabus states. Expectations are not clear for his many cases, activities, reflective logs, group paper, and project. There is even a final exam on top of all this. Unrealistic workload for an undergrad course. Highly recommend taking this class with another prof.",02/12/2020,4.0,4.0,,1,N/A,1.0,1.0,3,Yes,1581545770000,No,1452,Yes,,N/A,"['Group projects', 'Tough grader', 'Lots of homework']",people,people
Mandatory,poor,good,poor,0,32906658,0,,awful,1,ADM3319,"So he basically changed stuff up in the middle of the course, like 3 days before the due date of an assignment that you probably have already written. So beware of bamboozles like that. His rubric is generic and isnt actually what hes looking for which is weird but ok. Also he does a lot of weird time wasting activities so enjoy him if you have him",02/12/2020,4.0,4.0,,1,N/A,1.0,1.0,3,No,1581541943000,No,1452,Yes,,N/A,"['Tough grader', 'Lecture heavy']",people,people
N/A,poor,good,poor,0,32906627,0,,awful,1,ADM3319,Heavy deliverable almost every week on top of a final exam. Expectations are not clear. Changed rubric on 10% project the day it was due leaving half the class speechless as students had just spent hours on the project only to hear the expected outcomes didn't match the syllabus.,02/12/2020,4.0,4.0,,1,N/A,1.0,1.0,3,No,1581541254000,No,1452,Yes,,N/A,"['Tough grader', 'Group projects', 'So many papers']",people,people
Not Mandatory,good,average,good,0,32818025,0,,awesome,5,ADM3318,"He makes the course interesting and easy. Gives many bonus points to those who participate in class. Clear topics for assignments, his final was straightforward; no surprises. Would def recommend !",01/09/2020,2.0,2.0,,5,N/A,5.0,5.0,1,No,1578612328000,Yes,1452,Yes,,A,"['EXTRA CREDIT', 'Clear grading criteria', 'Gives good feedback']",people,people
Not Mandatory,good,poor,good,0,32818004,0,,awesome,5,ADM3318,"Very easy course, I definitely recommend this prof",01/09/2020,1.0,1.0,,5,N/A,5.0,5.0,1,No,1578612007000,Yes,1452,Yes,,A+,"['EXTRA CREDIT', 'Graded by few things', 'Respected']",people,people
