attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,good,good,1,36038625,0,online,good,4,ENG2106,"Really nice professor with a great understanding of and passion for the subject she's teaching. Theses for assignments usually use her words, so keep that in mind if you're taking this class. Otherwise, fairly accessible.",04/07/2022,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1649355569000,Yes,0,Yes,,A-,"['So many papers', 'Participation matters']",people,person
Not Mandatory,average,good,average,1,34739352,0,online,average,3,ENG2110,"Shes a passionate and organized prof. Her chosen books were amazing and easy to read. The book quizzes and participation tasks were grade boosters! The final, however, was quite difficult IMO  one short and one long essay in three hours! Overall, take her class if you like reading books &amp; if youre great at writing essays! Good luck.",05/08/2021,4.0,4.0,,3,N/A,3.0,3.0,1,No,1620446212000,No,1452,Yes,,A-,"['Clear grading criteria', 'Get ready to read']",people,person
N/A,average,good,average,1,34695397,0,,average,3,ENG2110,I took the class as an elective and the Prof is quick to answer emails and nice. But it was difficult to do well on the essays and projects. As a STEM student i would not recommend this class as an elective unless English is one of your very strong suits. Brought my average down instead of raising it even though I did work hard in the class.,05/04/2021,4.0,4.0,,3,N/A,3.0,3.0,1,No,1620097199000,No,1452,Yes,,A-,[],people,person
Not Mandatory,average,good,average,0,34645642,0,online,poor,2,ENG2110,"extremely hard marker, poor feedback. she's honestly mediocre at best...",04/28/2021,4.0,4.0,,2,N/A,2.0,2.0,1,No,1619622278000,No,1452,Yes,,N/A,"['Get ready to read', 'Tough grader', 'Lots of homework']",people,people
Mandatory,average,average,average,0,34600193,0,,average,3,ENG1120,"Not a bad prof, she's not too demanding but also not unorganized. Her brightspace is very organized and the task outlines are quite straightforward. However, the essay prompts for this class are very strange and hard to understand. She often had us write essays with her own thesis, which was hard because those were her words not your own.",04/22/2021,3.0,3.0,,3,N/A,3.0,3.0,1,No,1619105932000,No,1452,Yes,,B,"['Lots of homework', 'Caring', 'Clear grading criteria']",people,people
N/A,average,average,average,0,34499375,0,online,average,3,ENG2110,"this class is fun and she teaches it well but, she seems difficult to please. she grades tough and does not provide great feedback",04/02/2021,3.0,3.0,,3,N/A,3.0,3.0,1,No,1617323102000,Yes,1452,Yes,,N/A,"['Amazing lectures ', 'Tough grader', 'Get ready to read']",people,people
Mandatory,average,good,average,0,34296412,0,online,poor,2,ENG1100,Very tough grader. Can never please this prof. Don't waste your time.,01/20/2021,4.0,4.0,,2,N/A,2.0,2.0,1,Yes,1611104893000,No,1452,Yes,,B+,"['So many papers', 'Tough grader']",people,people
Mandatory,good,good,good,0,34272421,0,online,awesome,5,ENG2105B,"Professor St Jacques was probably the best educator I have ever had. Though our course was online, her materials were extensive and stimulating. My only wish was that we had more time with her, and that she shared her own opinions more. Students were always engaged and she is obviously passionate about the material and inspiring her students.",01/13/2021,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1610562685000,Yes,1452,Yes,,A-,"['Amazing lectures ', 'Inspirational', 'Gives good feedback']",people,people
Mandatory,good,good,good,1,34158389,0,,awesome,5,ENG3376,"The best Professor I have ever had. In my four years at the University, her passion for literature is still unparalleled. She is extremely kind. She learns everyone's names and makes her students truly feel cared-for. She is very knowledgeable and takes interest in student opinions. Makes cookies on exam days. Most engaging classes you'll ever take",12/20/2020,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1608496212000,Yes,1452,Yes,,B+,"['Respected', 'Inspirational', 'Get ready to read']",people,person
Mandatory,poor,good,poor,0,33999356,1,online,awful,1,ENG1100,"Prof St-Jaques my least favourite out of all my Profs. She will make you read numerous essays that are 5-8 pages. Her feedback comments are unprofessional and harsh. The grammar quizzes are confusing and you learn everything by yourself. She expects you to memorize all grammatical fallacies, even though she didn't until her master's degree.",12/09/2020,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1607530749000,No,1452,Yes,,N/A,"['Tough grader', 'Lots of homework', 'Get ready to read']",person,people
