attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,poor,average,poor,0,36080598,0,,awful,1,4325,"I found most 4th year courses allowed for subjective conversation. However, in aging populations, it was purely objective due to his entire research base being on master's athletes. Fill in the blank quizzes and the meanest tests I've ever seen. Basically uses the buzzword system to grade your short answers so beware. Avoid this class if you can. ",04/14/2022,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1649968631000,N/A,0,Yes,,D,['Tough grader'],people,people
Not Mandatory,average,average,average,0,32876591,0,,average,3,APA2111,"Enthusiastic, sometimes too high pitched. VERY vague criteria - then grades like you didn't understand? Talks big picture but needs to be more specific for those who don't see his same big picture. Essay was graded easily, final was fair. Take it if you want to be a public health worker or gym teacher.",01/29/2020,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1580309003000,No,1452,Yes,,A,['Tough grader'],people,people
Not Mandatory,poor,good,poor,0,32588415,0,,awful,1,APA2111,I do not understand how is rating is so high. He literally yelled at a girl in my class for asking too many questions,12/10/2019,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1575955596000,No,1452,Yes,,N/A,['Tough grader'],people,people
Mandatory,good,good,good,0,25897853,0,,awesome,5,APA2111,Very very enthusiastic prof. I was not looking forward to this course at all and even in retrospect the content was boring but his enthusiasm made the content somewhat captivating. Go into his lectures alert and ready to take notes. He talks ALOT but his slides are left empty and you have to fill them in yourself. Wants you to do well.,01/07/2016,4.0,4.0,,5,Meh,5.0,5.0,1,No,1452186421000,N/A,1452,Yes,,N/A,"['Gives good feedback', 'Caring']",people,people
N/A,good,average,good,0,25728426,0,,awesome,5,APA3111,great professor! knowledgeable in what he teaches!,12/16/2015,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1450285197000,Yes,1452,Yes,,A,"['Gives good feedback', 'Tough grader']",people,people
N/A,good,average,good,0,24700067,0,,awesome,5,APA2111,"Amazing class and amazing professor! Things he teaches are really useful and really interesting. His midterms and exams are clear and not too hard, you just need to attend all the lectures and do all the readings! I would definitely take another class with him!",04/29/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1430336097000,N/A,1452,Yes,,N/A,"['Get ready to read', 'Inspirational', 'Amazing lectures ']",people,people
Not Mandatory,average,good,poor,0,24515031,5,,poor,2,APA2111,"My friend started crying during the midterm. I was pretty close. His questions make no sense so you don't even know where to start answering them because they're essay questions. We took to muttering ""Braaad"" under our breath whenever he ruined our lives.",03/28/2015,4.0,4.0,,1,Low,1.5,1.5,1,No,1427582680000,N/A,1452,Yes,,A+,"['Lecture heavy', 'Tough grader']",people,people
Mandatory,average,good,average,1,24316587,0,,average,3,APA2111,His tests are so mean ,01/21/2015,4.0,4.0,,3,Sorta interested,3.0,3.0,1,Yes,1421859110000,N/A,1452,Yes,,N/A,"['Lecture heavy', 'Tough grader']",people,person
Mandatory,good,poor,good,0,24095284,0,,awesome,5,4325,This guy hits the long ball and won't drop loads all over the place during lectures,12/15/2014,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1418687119000,N/A,1452,Yes,,A+,"['Hilarious', 'Lecture heavy', 'Lots of homework']",people,people
Mandatory,good,average,good,2,23637099,1,,awesome,5,APA2111,"Great Prof! Very engaging. I wasn't looking forward to this class at all, but I find that I look into the class more and more each week.  Do the readings before class (duh) and go - even though some of his slides don't look like it, they are often missing information and what he SAYS is important too even if it's not on any slides. ",10/07/2014,3.0,3.0,,5,Sorta interested,5.0,5.0,1,Yes,1412718592000,N/A,1452,Yes,,A-,"['Amazing lectures ', 'Inspirational']",person,people
N/A,good,average,good,2,21445800,0,,awesome,5,APA,One of the most interesting and helpful professors! Used him as a reference to apply to grad school. Always willing to help and answer questions!,03/25/2013,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1364228624000,N/A,1452,N/A,,N/A,[],people,people
N/A,good,average,good,0,20796348,0,,awesome,5,APA2111,"Honestly, the best teacher I'v e ever had in my life...so enthusiastic and you can tell he actually enjoys what he does. Really interactive with his students and really knows how to make a three hour lecture worth sitting through. Reccomend taking this class!!",11/07/2012,3.0,3.0,,5,Really into it,5.0,5.0,1,No,1352328123000,N/A,1452,N/A,,N/A,[],people,people
N/A,good,average,good,0,19723251,0,,awesome,5,APA2100,Very intriguing and enjoys what he is teaching. The class is very easy if you listen and make notes in class and read the readings before lecture.,01/13/2012,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1326472638000,N/A,1452,N/A,,N/A,[],people,people
N/A,good,poor,good,0,19005509,1,,awesome,5,APA2111,Very high strung. But so hot. The content of his class was kinda boring... not his fault.,09/17/2011,1.0,1.0,,5,Meh,5.0,5.0,1,Yes,1316266260000,N/A,1452,N/A,,N/A,[],person,people
N/A,poor,good,poor,0,18129512,0,,awful,1,APA3111,The guy is TUUUUUUUUUURRRRRBBBBOOOOOOOO. if you are a laid back person you will clash with this guy. Hes supposed to be a teacher on teaching but is way to much to handle. AND talks too much about his research.,01/12/2011,5.0,5.0,,1,Low,1.0,1.0,1,Yes,1294860545000,N/A,1452,N/A,,N/A,[],people,people
